nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT56593556,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,57,19,6,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Academic,North America,HbA1c change,7.63,1.35,-0.885,0.00048554020467928005,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT54293788,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,134,22,6,GLP-1RA,Placebo,Triple,Non-Randomized,Parallel,Industry,Other,HbA1c change,7.76,1.12,-0.757,3.625571409759942e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT31213772,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,19,6,DPP-4i,Placebo,Open Label,Randomized,Crossover,Industry,North America,Weight,8.08,1.04,-0.599,0.00010699091233268287,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT63963409,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,22,2,TZD,DoseComparison,Open Label,Non-Randomized,Parallel,Academic,Asia,HbA1c change,9.59,1.44,-0.667,0.0009074614076062248,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22522189,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,8,3,Other,Placebo,Open Label,Non-Randomized,Crossover,Other,North America,FPG change,8.21,0.64,-0.344,1.785426036360338e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT93811260,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,43,15,6,Other,Placebo,Double,Non-Randomized,Parallel,Industry,North America,FPG change,8.28,1.42,0.031,0.9180441870385412,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT86053982,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,178,16,2,GLP-1RA,Placebo,Open Label,Randomized,Parallel,Other,Asia,CGM TIR,8.76,0.88,-1.057,0.0,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT20776022,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,15,2,GLP-1RA,Active,Double,Randomized,Single Group,Industry,Multi-Region,FPG change,8.23,1.15,-0.778,1.0745443111082054e-05,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT80736028,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,19,6,NovelSmallMolecule,Active,Triple,Randomized,Crossover,Academic,Multi-Region,Weight,8.68,0.95,-0.603,5.020730180493871e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT20539320,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,132,20,2,SGLT2i,Active,Open Label,Randomized,Single Group,Industry,Multi-Region,FPG change,8.6,0.87,,,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT74910266,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,184,18,3,Other,DoseComparison,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.49,1.43,-0.237,0.11078784209835135,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT17893810,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,15,2,NovelSmallMolecule,Placebo,Double,Randomized,Crossover,Academic,Europe,HbA1c change,10.34,1.56,-0.509,0.02479881210457857,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53937407,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,38,12,2,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.04,1.04,-0.379,0.11416408762750552,Completed,Has Results,Not met / not primary / not significant,0
NCT69207694,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,23,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.64,1.18,-0.613,0.00021994012087889203,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75592974,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,18,5,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.66,1.11,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT47674746,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,10,4,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Asia,HbA1c change,7.85,1.53,,,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT92946111,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,15,4,Insulin,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.71,0.6,-1.504,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT79688926,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,6,3,Insulin,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.44,1.19,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT28743827,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,16,4,NovelSmallMolecule,Active,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.62,0.92,-0.543,0.0021191070894652775,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT70410826,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,135,15,6,TZD,Placebo,Double,Randomized,Crossover,Other,Multi-Region,CGM TIR,8.64,0.6,-0.897,0.0,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT75748111,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,13,2,Other,Placebo,Double,Randomized,Single Group,Other,North America,HbA1c change,9.1,1.01,-0.78,1.6415430763583316e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT40027397,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,83,26,3,Other,Active,Open Label,Randomized,Parallel,Industry,Other,CGM TIR,8.75,1.56,-0.064,0.7923443459344965,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT76440818,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,9,6,Insulin,Active,Single,Randomized,Single Group,Industry,North America,HbA1c change,9.0,0.94,-1.129,1.609823385706477e-14,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT90852988,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,173,20,3,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,Europe,Weight,8.66,1.3,-0.555,6.935075185643402e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT83540284,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,29,4,NovelSmallMolecule,StandardOfCare,Single,Randomized,Parallel,Industry,North America,CGM TIR,8.52,1.4,-0.396,0.04763538795984079,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT78627892,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,22,4,Other,Active,Single,Randomized,Crossover,Government,North America,HbA1c change,8.05,1.1,-0.458,0.0027420811214337037,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT67104768,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,16,3,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Asia,Composite,8.97,1.13,-0.358,0.042584028762122084,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT34348144,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,123,9,2,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,9.12,0.67,-0.633,1.3522516439934407e-13,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT81570064,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,183,8,5,DPP-4i,Active,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.36,0.92,-0.65,1.416877726256871e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT42777281,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,133,14,3,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,Asia,CGM TIR,8.32,1.33,-1.238,2.731148640577885e-14,Completed,Has Results,Not met / not primary / not significant,0
NCT57897713,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,136,12,4,NovelSmallMolecule,Placebo,Double,Randomized,Crossover,Government,Multi-Region,HbA1c change,9.51,1.12,-0.985,3.2862601528904634e-13,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38299597,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,131,12,2,SGLT2i,Placebo,Open Label,Randomized,Parallel,Academic,Asia,HbA1c change,8.39,1.19,-0.67,5.316616072281732e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38171536,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,14,4,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.45,1.13,-0.4,0.06912059227292622,Completed,Has Results,Not met / not primary / not significant,0
NCT24185048,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,67,15,3,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.74,1.65,-0.68,0.016862545403946827,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT96516790,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,19,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Other,Multi-Region,HbA1c change,8.33,0.99,-0.653,8.94468078338484e-06,"Active, not recruiting",Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT23300503,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,72,9,3,DPP-4i,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,7.83,1.5,-1.012,5.2652064028380074e-05,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT17763293,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,12,3,SGLT2i,DoseComparison,Double,Randomized,Single Group,Academic,North America,HbA1c change,8.66,1.13,-1.009,7.144299418726519e-07,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT94251470,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,43,15,3,NovelSmallMolecule,Placebo,Open Label,Randomized,Crossover,Government,North America,HbA1c change,8.37,1.52,-0.217,0.5083512928579562,Completed,Has Results,Not met / not primary / not significant,0
NCT59951184,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,15,2,NovelSmallMolecule,DoseComparison,Open Label,Non-Randomized,Single Group,Industry,Asia,HbA1c change,9.69,0.79,-0.568,0.00019938665274421563,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49411362,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,89,27,4,DPP-4i,Placebo,Double,Randomized,Parallel,Government,Europe,HbA1c change,8.95,1.15,-0.998,6.213273229249694e-09,Recruiting,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT76374220,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,17,2,Other,DoseComparison,Open Label,Randomized,Crossover,Industry,Asia,FPG change,7.98,1.0,-0.383,0.008133514393196872,Recruiting,Has Results,Not met / not primary / not significant,0
NCT44498783,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,70,6,2,GLP-1RA,DoseComparison,Open Label,Randomized,Parallel,Academic,Europe,HbA1c change,8.91,1.13,-0.846,1.031347482882694e-05,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21512945,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,19,4,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.62,1.41,-0.799,4.523736237305176e-05,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75671713,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,19,2,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,Europe,CGM TIR,9.32,1.19,-0.778,3.014539788015469e-05,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT25839954,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,163,15,2,GLP-1RA,DoseComparison,Open Label,Randomized,Parallel,Industry,North America,Weight,8.03,1.41,-0.621,6.670904419214807e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT59769375,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,93,9,4,Insulin,DoseComparison,Double,Randomized,Single Group,Industry,Europe,HbA1c change,8.53,0.93,-1.137,1.1102230246251565e-16,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT95415951,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,136,27,4,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.33,0.89,-1.089,0.0,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT94252597,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,10,3,GLP-1RA,Active,Double,Randomized,Single Group,Industry,Asia,CGM TIR,8.44,1.1,-0.785,1.5113046780701467e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT42470468,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,20,2,GLP-1RA,Placebo,Double,Non-Randomized,Parallel,Industry,North America,Weight,7.78,1.09,-0.834,8.272055172553472e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT80227133,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,17,3,DPP-4i,StandardOfCare,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.8,1.05,-0.852,2.0686463875208005e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT65140821,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,57,20,4,NovelSmallMolecule,Active,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.69,0.86,-0.703,1.2840494878596509e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53143260,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,26,4,GLP-1RA,Active,Double,Randomized,Parallel,Other,North America,HbA1c change,9.3,1.4,-1.443,1.2043699371133698e-12,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22593530,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,71,19,2,TZD,Placebo,Triple,Randomized,Parallel,Other,North America,HbA1c change,8.39,1.01,-0.929,4.2108770137438967e-08,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT43872352,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,118,13,4,NovelSmallMolecule,Active,Open Label,Non-Randomized,Parallel,Industry,Asia,Weight,8.11,1.46,0.034,0.8588457457844153,Completed,Has Results,Not met / not primary / not significant,0
NCT68672626,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,23,4,GLP-1RA,Placebo,Single,Randomized,Single Group,Industry,Europe,FPG change,8.95,1.1,-1.5,1.6039392036759637e-12,Completed,Has Results,Not met / not primary / not significant,0
NCT98796838,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,100,12,5,GLP-1RA,Active,Open Label,Non-Randomized,Parallel,Academic,Asia,HbA1c change,7.84,1.26,-0.476,0.007645069429477069,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT74598420,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,129,17,3,NovelSmallMolecule,Placebo,Triple,Randomized,Parallel,Academic,North America,FPG change,9.16,1.24,-0.614,7.01587573421758e-05,Recruiting,Has Results,Not met / not primary / not significant,0
NCT86170317,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,150,8,3,NovelSmallMolecule,Active,Double,Randomized,Parallel,Industry,Multi-Region,CGM TIR,9.16,0.89,-0.563,4.9368686583228794e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT95607518,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,71,10,2,Insulin,StandardOfCare,Double,Randomized,Parallel,Academic,North America,HbA1c change,9.28,1.19,-1.205,1.7064141211164952e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT48142331,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,100,16,4,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Asia,CGM TIR,8.66,1.58,-0.902,5.574745468261977e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT20663071,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,108,18,5,GLP-1RA,Placebo,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.06,1.16,-1.254,2.220446049250313e-15,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT34387046,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,200,6,4,DPP-4i,Placebo,Open Label,Randomized,Parallel,Academic,Europe,HbA1c change,8.48,1.33,-0.707,9.713375392905732e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86548030,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,51,19,6,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Academic,North America,HbA1c change,8.67,1.27,-0.62,0.013968406143811452,Terminated,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT89014141,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,66,11,3,SGLT2i,Active,Double,Randomized,Parallel,Academic,Asia,HbA1c change,8.01,1.18,-0.42,0.04012780480214928,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT67336648,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,351,24,2,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,Other,Composite,9.33,1.15,-0.47,5.5466371495782596e-08,Completed,Has Results,Not met / not primary / not significant,0
NCT21046644,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,88,14,5,Insulin,Placebo,Double,Randomized,Parallel,Industry,Other,HbA1c change,8.81,1.24,-1.116,2.182243385995264e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT20972950,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,42,9,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,7.78,1.29,-0.477,0.09066471512941476,Completed,Has Results,Not met / not primary / not significant,0
NCT53035489,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,16,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,9.72,0.76,-0.679,3.2599077992578884e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT62943219,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,30,11,2,DPP-4i,DoseComparison,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.47,1.16,-0.655,0.028904329326552958,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT12914076,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,111,24,3,SGLT2i,Active,Single,Randomized,Single Group,Industry,North America,HbA1c change,7.63,1.05,-0.399,0.004790756222398662,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
